index,timestamp,width,height,frame_id,filename,angle,torque,speed,lat,long,alt
2016-11-17 23:10:15.873184606,1479424215873184606,640,480,left_camera,left/1479424215873184606.png,0.00035957866912,0.375,23.0033496401,37.5452690125,-122.32648468,8.11666368356
2016-11-17 23:10:15.877284689,1479424215877284689,640,480,right_camera,right/1479424215877284689.png,0.000717059237998,0.375,23.0039188398,37.5452690125,-122.32648468,8.12367972768
2016-11-17 23:10:15.880976321,1479424215880976321,640,480,center_camera,center/1479424215880976321.png,0.00103893906341,0.375,23.0044313542,37.5452690125,-122.32649231,8.12841841291
2016-11-17 23:10:15.922817911,1479424215922817911,640,480,left_camera,left/1479424215922817911.png,0.00349065847695,0.394737094117,23.0073100866,37.5452613831,-122.326499939,8.13906559147
2016-11-17 23:10:15.927281227,1479424215927281227,640,480,right_camera,right/1479424215927281227.png,0.00349065847695,0.380823288686,23.0060736059,37.5452613831,-122.326499939,8.14477838747
2016-11-17 23:10:15.930775951,1479424215930775951,640,480,center_camera,center/1479424215930775951.png,0.00349065847695,0.369925094231,23.0060070992,37.5452613831,-122.326499939,8.14936476699
2016-11-17 23:10:15.972815517,1479424215972815517,640,480,left_camera,left/1479424215972815517.png,0.00349065847695,0.36386123579,23.0083332062,37.5452537537,-122.326507568,8.2105047728
2016-11-17 23:10:15.977378050,1479424215977378050,640,480,right_camera,right/1479424215977378050.png,0.00349065847695,0.349617492104,23.0083332062,37.5452537537,-122.326507568,8.22168649946
2016-11-17 23:10:15.980916687,1479424215980916687,640,480,center_camera,center/1479424215980916687.png,0.00349065847695,0.33856983926,23.0083332062,37.5452537537,-122.326507568,8.22662080891
2016-11-17 23:10:16.022820692,1479424216022820692,640,480,left_camera,left/1479424216022820692.png,0.00466956372537,0.479716434815,23.0064573783,37.5452461243,-122.326515198,8.29189170073
2016-11-17 23:10:16.027309701,1479424216027309701,640,480,right_camera,right/1479424216027309701.png,0.00506125153205,0.493742721304,23.0058341399,37.5452461243,-122.326515198,8.29785618008
2016-11-17 23:10:16.030737492,1479424216030737492,640,480,center_camera,center/1479424216030737492.png,0.00523598771542,0.491111238869,23.0051610113,37.5452461243,-122.326515198,8.3024973074
2016-11-17 23:10:16.073039735,1479424216073039735,640,480,left_camera,left/1479424216073039735.png,0.00555371235876,0.522755351565,22.996972343,37.5452384949,-122.326522827,8.36348076332
2016-11-17 23:10:16.077185305,1479424216077185305,640,480,right_camera,right/1479424216077185305.png,0.00591556852827,0.548671390895,22.9998519908,37.5452384949,-122.326522827,8.37295501773
2016-11-17 23:10:16.080827865,1479424216080827865,640,480,center_camera,center/1479424216080827865.png,0.00623351662237,0.571442745942,23.0023822186,37.5452384949,-122.326524536,8.37778395794
2016-11-17 23:10:16.122856036,1479424216122856036,640,480,left_camera,left/1479424216122856036.png,0.012229296689,0.708619621716,23.0157470729,37.5452308655,-122.326538086,8.44694290573
2016-11-17 23:10:16.127297778,1479424216127297778,640,480,right_camera,right/1479424216127297778.png,0.0133895580247,0.73631882096,23.0163624604,37.5452308655,-122.326538086,8.44932817556
2016-11-17 23:10:16.130778849,1479424216130778849,640,480,center_camera,center/1479424216130778849.png,0.0142974665448,0.742006460967,23.015955927,37.5452308655,-122.326538086,8.45456266193
2016-11-17 23:10:16.172794699,1479424216172794699,640,480,left_camera,left/1479424216172794699.png,0.0217718389734,0.677617815283,23.0115497083,37.5452269988,-122.326545715,8.48525225518
2016-11-17 23:10:16.177269210,1479424216177269210,640,480,right_camera,right/1479424216177269210.png,0.0229428882819,0.663639446207,23.0121712441,37.5452232361,-122.326545715,8.4979309323
2016-11-17 23:10:16.180687241,1479424216180687241,640,480,center_camera,center/1479424216180687241.png,0.0238374389065,0.652961536493,23.0126460279,37.5452232361,-122.326545715,8.5024509527
2016-11-17 23:10:16.222706305,1479424216222706305,640,480,left_camera,left/1479424216222706305.png,0.0319459443015,0.627780242013,23.0204110546,37.5452194214,-122.326553345,8.56728956864
2016-11-17 23:10:16.227198494,1479424216227198494,640,480,right_camera,right/1479424216227198494.png,0.0327277701736,0.585784626578,23.019788622,37.545216541,-122.326553345,8.57305304178
2016-11-17 23:10:16.230735818,1479424216230735818,640,480,center_camera,center/1479424216230735818.png,0.0331612564623,0.5625,23.0190077045,37.5452156067,-122.326553345,8.57769500282
2016-11-17 23:10:16.272749590,1479424216272749590,640,480,left_camera,left/1479424216272749590.png,0.0328959117777,0.399492153054,23.0147337254,37.545211792,-122.326560974,8.64106820766
2016-11-17 23:10:16.277232525,1479424216277232525,640,480,right_camera,right/1479424216277232525.png,0.0325053001336,0.343541126177,23.015976778,37.545211792,-122.326560974,8.65132409028
2016-11-17 23:10:16.280736012,1479424216280736012,640,480,center_camera,center/1479424216280736012.png,0.0322000511415,0.29981740514,23.016948179,37.5452079773,-122.326560974,8.65595085487
2016-11-17 23:10:16.322795445,1479424216322795445,640,480,left_camera,left/1479424216322795445.png,0.0302828893188,0.209426056743,23.0333328247,37.5452041626,-122.326568604,8.71773075574
2016-11-17 23:10:16.327284030,1479424216327284030,640,480,right_camera,right/1479424216327284030.png,0.0298919886907,0.195427966481,23.0333328247,37.5452041626,-122.326574743,8.7233540838
2016-11-17 23:10:16.330780633,1479424216330780633,640,480,center_camera,center/1479424216330780633.png,0.029587548536,0.1875,23.0335972054,37.5452033213,-122.326576233,8.72776694892
2016-11-17 23:10:16.372784939,1479424216372784939,640,480,left_camera,left/1479424216372784939.png,0.0279252678156,0.196471379804,23.0464384649,37.5451965332,-122.326583862,8.78287371714
2016-11-17 23:10:16.377282902,1479424216377282902,640,480,right_camera,right/1479424216377282902.png,0.0279252678156,0.21051138543,23.0495581329,37.5451965332,-122.326583862,8.79099175319
2016-11-17 23:10:16.380799785,1479424216380799785,640,480,center_camera,center/1479424216380799785.png,0.0279252678156,0.221489279413,23.0519974043,37.5451965332,-122.326583862,8.79523972687
2016-11-17 23:10:16.422780613,1479424216422780613,640,480,left_camera,left/1479424216422780613.png,0.0279252678156,0.49486189856,23.0757735719,37.5451889038,-122.326591492,8.82565596179
2016-11-17 23:10:16.427354485,1479424216427354485,640,480,right_camera,right/1479424216427354485.png,0.0279252678156,0.537637909899,23.077041135,37.5451889038,-122.326591492,8.83143896888
2016-11-17 23:10:16.430781730,1479424216430781730,640,480,center_camera,center/1479424216430781730.png,0.0279923641137,0.564902707925,23.0783118139,37.5451889038,-122.326591492,8.83587342158
2016-11-17 23:10:16.472922710,1479424216472922710,640,480,left_camera,left/1479424216472922710.png,0.0319117218218,0.625,23.0984052482,37.5451812744,-122.326599121,8.89432562398
2016-11-17 23:10:16.477307825,1479424216477307825,640,480,right_camera,right/1479424216477307825.png,0.0326752012815,0.625,23.1002283115,37.5451812744,-122.326599121,8.90506374555
2016-11-17 23:10:16.480762377,1479424216480762377,640,480,center_camera,center/1479424216480762377.png,0.0332766252061,0.625,23.1016644128,37.5451812744,-122.326599121,8.90969551249
2016-11-17 23:10:16.523404744,1479424216523404744,640,480,left_camera,left/1479424216523404744.png,0.0366519130766,0.5625,23.0963460598,37.545173645,-122.32660675,8.97508464786
2016-11-17 23:10:16.527496316,1479424216527496316,640,480,right_camera,right/1479424216527496316.png,0.0366519130766,0.5625,23.0952187992,37.545173645,-122.32660675,8.98099501688
2016-11-17 23:10:16.530765955,1479424216530765955,640,480,center_camera,center/1479424216530765955.png,0.0366117483363,0.558185116219,23.0944442749,37.545173645,-122.32661438,8.98582226551
2016-11-17 23:10:16.572911117,1479424216572911117,640,480,left_camera,left/1479424216572911117.png,0.0346762117055,0.304250367859,23.1003669423,37.5451660156,-122.326622009,9.06034327487
2016-11-17 23:10:16.577319685,1479424216577319685,640,480,right_camera,right/1479424216577319685.png,0.0342916387572,0.290478856119,23.10097886,37.5451660156,-122.326622009,9.07278063081
2016-11-17 23:10:16.580819669,1479424216580819669,640,480,center_camera,center/1479424216580819669.png,0.033986320753,0.279545454545,23.1014646704,37.5451660156,-122.326622009,9.07822107649
2016-11-17 23:10:16.622837327,1479424216622837327,640,480,left_camera,left/1479424216622837327.png,0.0331612564623,0.351554811416,23.0944442749,37.5451583862,-122.326629639,9.14895683869
2016-11-17 23:10:16.627388089,1479424216627388089,640,480,right_camera,right/1479424216627388089.png,0.0331612564623,0.365755326491,23.0944442749,37.5451583862,-122.326629639,9.15575776576
2016-11-17 23:10:16.630792775,1479424216630792775,640,480,center_camera,center/1479424216630792775.png,0.0331612564623,0.372240554575,23.0942603147,37.5451583862,-122.326629639,9.16100093135
2016-11-17 23:10:16.672860462,1479424216672860462,640,480,left_camera,left/1479424216672860462.png,0.0331612564623,0.179915347504,23.0909929171,37.5451544564,-122.326637268,9.14811085386
2016-11-17 23:10:16.677397332,1479424216677397332,640,480,right_camera,right/1479424216677397332.png,0.0331612564623,0.165741013271,23.0897328513,37.5451507568,-122.326637268,9.15899276209
